id,name,border,image,champion_id
1,Aatrox,0,skins/aatrox_2.jpg,1
2,Amumu,0,skins/amumu_15.jpg,7
3,Ahri,0,skins/ahri_4.jpg,2
4,Akali,0,skins/akali_10.jpg,3
