1,aatroxloadscreen_1,0,skins\aatroxloadscreen_1.jpg,1.0
2,aatroxloadscreen_11,0,skins\aatroxloadscreen_11.jpg,1.0
3,aatroxloadscreen_11_le,0,skins\aatroxloadscreen_11_le.jpg,1.0
4,aatroxloadscreen_2,0,skins\aatroxloadscreen_2.jpg,1.0
5,aatroxloadscreen_20,0,skins\aatroxloadscreen_20.jpg,1.0
6,aatroxloadscreen_21,0,skins\aatroxloadscreen_21.jpg,1.0
7,aatroxloadscreen_3,0,skins\aatroxloadscreen_3.jpg,1.0
8,aatroxloadscreen_30,0,skins\aatroxloadscreen_30.jpg,1.0
9,aatroxloadscreen_30_le,0,skins\aatroxloadscreen_30_le.jpg,1.0
10,aatroxloadscreen_31,0,skins\aatroxloadscreen_31.jpg,1.0
11,aatroxloadscreen_31_le,0,skins\aatroxloadscreen_31_le.jpg,1.0
12,aatroxloadscreen_31_le_upscayl_15x_realesrgan-x4plus,0,skins\aatroxloadscreen_31_le_upscayl_15x_realesrgan-x4plus.png,1.0
13,aatroxloadscreen_33,0,skins\aatroxloadscreen_33.skins_aatrox_skin33.jpg,1.0
14,aatroxloadscreen_33_le,0,skins\aatroxloadscreen_33_le.skins_aatrox_skin33.jpg,1.0
15,aatroxloadscreen_7,0,skins\aatroxloadscreen_7.jpg,1.0
16,aatroxloadscreen_8,0,skins\aatroxloadscreen_8.jpg,1.0
17,aatroxloadscreen_9,0,skins\aatroxloadscreen_9.jpg,1.0
18,ahriloadscreen_1,0,skins\ahriloadscreen_1.jpg,2.0
19,ahriloadscreen_14,0,skins\ahriloadscreen_14.jpg,2.0
20,ahriloadscreen_14_le,0,skins\ahriloadscreen_14_le.jpg,2.0
21,ahriloadscreen_15,0,skins\ahriloadscreen_15.jpg,2.0
22,ahriloadscreen_16_le,0,skins\ahriloadscreen_16_le.jpg,2.0
23,ahriloadscreen_17,0,skins\ahriloadscreen_17.jpg,2.0
24,ahriloadscreen_17_le,0,skins\ahriloadscreen_17_le.jpg,2.0
25,ahriloadscreen_2,0,skins\ahriloadscreen_2.jpg,2.0
26,ahriloadscreen_27,0,skins\ahriloadscreen_27.jpg,2.0
27,ahriloadscreen_27_le,0,skins\ahriloadscreen_27_le.jpg,2.0
28,ahriloadscreen_28,0,skins\ahriloadscreen_28.jpg,2.0
29,ahriloadscreen_28_le,0,skins\ahriloadscreen_28_le.jpg,2.0
30,ahriloadscreen_3,0,skins\ahriloadscreen_3.jpg,2.0
31,ahriloadscreen_4,0,skins\ahriloadscreen_4.jpg,2.0
32,ahriloadscreen_42,0,skins\ahriloadscreen_42.jpg,2.0
33,ahriloadscreen_42_le,0,skins\ahriloadscreen_42_le.jpg,2.0
34,ahriloadscreen_5,0,skins\ahriloadscreen_5.jpg,2.0
35,ahriloadscreen_5_le,0,skins\ahriloadscreen_5_le.jpg,2.0
36,ahriloadscreen_6,0,skins\ahriloadscreen_6.jpg,2.0
37,ahriloadscreen_65_le,0,skins\ahriloadscreen_65_le.jpg,2.0
38,ahriloadscreen_66,0,skins\ahriloadscreen_66.jpg,2.0
39,ahriloadscreen_7,0,skins\ahriloadscreen_7.jpg,2.0
40,ahriloadscreen_76,0,skins\ahriloadscreen_76.jpg,2.0
41,ahriloadscreen_85,0,skins\ahriloadscreen_85.skins_ahri_hol.jpg,2.0
42,ahriloadscreen_86,0,skins\ahriloadscreen_86.skins_ahri_hol.jpg,2.0
43,akaliloadscreen_1,0,skins\akaliloadscreen_1.jpg,3.0
44,akaliloadscreen_13,0,skins\akaliloadscreen_13.jpg,3.0
45,akaliloadscreen_14,0,skins\akaliloadscreen_14.jpg,3.0
46,akaliloadscreen_14_le,0,skins\akaliloadscreen_14_le.jpg,3.0
47,akaliloadscreen_15,0,skins\akaliloadscreen_15.jpg,3.0
48,akaliloadscreen_15_le,0,skins\akaliloadscreen_15_le.jpg,3.0
49,akaliloadscreen_2,0,skins\akaliloadscreen_2.jpg,3.0
50,akaliloadscreen_3,0,skins\akaliloadscreen_3.jpg,3.0
51,akaliloadscreen_32,0,skins\akaliloadscreen_32.jpg,3.0
52,akaliloadscreen_32_le,0,skins\akaliloadscreen_32_le.jpg,3.0
53,akaliloadscreen_3_le,0,skins\akaliloadscreen_3_le.jpg,3.0
54,akaliloadscreen_4,0,skins\akaliloadscreen_4.jpg,3.0
55,akaliloadscreen_4_le,0,skins\akaliloadscreen_4_le.jpg,3.0
56,akaliloadscreen_5,0,skins\akaliloadscreen_5.jpg,3.0
57,akaliloadscreen_50,0,skins\akaliloadscreen_50.jpg,3.0
58,akaliloadscreen_6,0,skins\akaliloadscreen_6.jpg,3.0
59,akaliloadscreen_60,0,skins\akaliloadscreen_60.jpg,3.0
60,akaliloadscreen_61,0,skins\akaliloadscreen_61.jpg,3.0
61,akaliloadscreen_61_le,0,skins\akaliloadscreen_61_le.jpg,3.0
62,akaliloadscreen_68,0,skins\akaliloadscreen_68.jpg,3.0
63,akaliloadscreen_68_le,0,skins\akaliloadscreen_68_le.jpg,3.0
64,akaliloadscreen_7,0,skins\akaliloadscreen_7.jpg,3.0
65,akaliloadscreen_70,0,skins\akaliloadscreen_70.jpg,3.0
66,akaliloadscreen_70_le,0,skins\akaliloadscreen_70_le.jpg,3.0
67,akaliloadscreen_71,0,skins\akaliloadscreen_71.jpg,3.0
68,akaliloadscreen_71_le,0,skins\akaliloadscreen_71_le.jpg,3.0
69,akaliloadscreen_8,0,skins\akaliloadscreen_8.jpg,3.0
